Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzZ7ebYNtvzi_NiATB4AaABAg,,@rojdayilan3076,,ya enis koltukta asla rahat edemedi 😂😂😂 Allah aşkına bir stara nasıl isildayan bir taht koymazsiniz ❤,2,3 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugwnic5w2i8YqVuTTUF4AaABAg,,@busraselvi5595,,Cem yılmazla olan bölümü katlar çarpar böler. En iyi programındı. Aşırı eğlendim,3,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwEClGhC5eqQRky2Nx4AaABAg,,@sevalozokur1432,,"Şimdiye kadar izlediğim en iyi programınız oldu diyebilirim, ayda 1 konuk alsanız hepimize terapi olur, Enis Arıkan tam bir fırlama ama sevimli firlama, bizi mutlu ettin Enissss😄",1,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugw4hR4oSc4Jzkv9l3p4AaABAg,,@aybuke2,,Mikrofondan mı Enis'ten mi bilmiyorum ama Enis'in cümle aralarındaki nefes alışları mikrofona çok yansımış bir yerden sonra anlattıklarına değilde sadece sese odaklanmaya başladım,3,4 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwJ-cQIWbI1DsrwEXV4AaABAg,,@berfinsenaaksoy9656,,Aşırı aşırı iyi bir bölümdü . İzlemek çok keyifliydi❤❤,1,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxYdCEOmTkPyACdAG54AaABAg,,@meltemklc5590,,Kimse de dememişki şaka altında ne saçma sapan Melisin üstüne geldin ve onu zor durumda bırakacak hallere girdin enis … Herkes melisin konuğu ne kadar iyi yumuşattından bahsetmiş. İki yüzlü olmayın adam çoğu yerde haddini aştı . Melisi de çok seven beğenen biri olmayarak yazıyorum bunu sinirlendirdi kıza yüklenişi,4,20 saat önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugzx10MeYqk8Ufr2t8h4AaABAg,,@pnargoren6078,,Enis tam bir show insanı ve mükemmel bir programdı❤ HUYSUZ VİRJİN vibe ı alan bir tek ben miyim o kadar özlemişiz ki,1,3 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzFgjA21B6imFpoo1Z4AaABAg,,@yarenulasl3414,,Sonunda bizim içimizden düşündüğümüzü dile getiren bir konuk melisin gereksiz tepkilerini ve tepkisizliğini söyledi,1,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugw3eIKHbpiJZW6Ww854AaABAg,,@nidyalmad,,"32:09 umarım bi gün o lükse erişirim bende.. Eskiden indirim kovalama işini market broşürlerini toplayıp dedeler yapar, market market gezerdi. Şimdi 32 yaşında benim hayatımın temeli oldu. Gülsem mi ağlasam mı bilemiyorum 😅 Çok içten çok tatlı ve çok hisli birisin Enis ❤",1,19 saat önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwcrNYtdrHh8t_nuyh4AaABAg,,@zeynepyldrmgurhan4639,,Bayıldım🤣🤣programın güzel olacağına emindim ama bu kadarını beklemiyodum..gözümden yaş geldi çok tatlısınız❤😂,2,3 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxAvsCZRKrpPkNDMp54AaABAg,,@gulaybabacan4504,,Yaaaaa şöyle bir arkadaşım olsun ne derdim kalır ne tasam etrafındaki insanlar ne kadar şanslı❤️❤️biz yılanlar ile çebelleşip duruyoruz,1,3 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwUAL3bx88SDw-207R4AaABAg,,@nevinmert520,,Yaaa bu nasıl guzel program. Cem yılmazlı bölümü bile zor izledim. Ama Enis Arıkan sen nasıl mükemmelsin yaaa😂 ç,2,3 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugw223q-jl7yCUflMtt4AaABAg,,@Zeynep-ip6nm,,Çok eğlendim yahu😂 Melis’ e de Enis’e de sevgiler ♥️,0,1 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxEfTIjbQgdOPlqoOt4AaABAg,,@kubrakrkpnar6706,,Uzun bir aradan sonra keyif aldığım gülmekten cenemin ağrıdığı bir programdı ENİS ARIKAN iyi ki varsın🎉  katıldığın her yerde neşe saçıyorsun  ❤,1,3 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyDnxUv9HTC79s_-Wl4AaABAg,,@pelintorun2118,,o kadar güldüm o kadar güldüm ki ohhhhh beeee,1,3 gün önce,Hayır
